CR|ATM|SUCURSAL |DIVISION|ZONA|CAS_1|CAS_2|CAS_3|CAS_4|PIEZAS_CAS_1|PIEZAS_CAS_2|PIEZAS_CAS_3|PIEZAS_CAS_4|MINIMO
0080|0112|ARQUIMEDES|METRO NORTE|POLANCO 1|100|200|200|500|1176|657|1000|151|450000
0080|5816|ARQUIMEDES|METRO NORTE|POLANCO 1|20|100|200|500|632|1706|1817|1819|512000
0080|8218|ARQUIMEDES|METRO NORTE|POLANCO 1|20|100|200|500|114|985|1181|413|378000
0080|8375|ARQUIMEDES|METRO NORTE|POLANCO 1|20|100|200|500|781|1045|1206|324|512000
0081|4824|REVOLUCION ALTAVISTA|METRO SUR|INSURGENTES 2|100|200|500|500|573|702|670|529|585000
0081|4915|REVOLUCION ALTAVISTA|METRO SUR|INSURGENTES 2|100|200|500|500|568|728|14|266|585000
0081|2963|REVOLUCION ALTAVISTA|METRO SUR|INSURGENTES 2|20|100|200|500|913|579|731|512|510000
0081|2968|REVOLUCION ALTAVISTA|METRO SUR|INSURGENTES 2|20|100|200|500|1115|994|1242|1396|510000
0083|0809|GUTENBERG|METRO NORTE|POLANCO 1|50|200|200|500|922|692|260|1243|510000
0083|0845|GUTENBERG|METRO NORTE|POLANCO 1|100|200|200|500|1245|844|971|5|450000
0083|1047|GUTENBERG|METRO NORTE|POLANCO 1|100|200|200|500|944|1130|708|548|450000
0083|1236|GUTENBERG|METRO NORTE|POLANCO 1|20|100|200|500|417|695|702|788|510000
0083|1274|GUTENBERG|METRO NORTE|POLANCO 1|20|100|200|500|471|578|465|861|510000
0083|1410|GUTENBERG|METRO NORTE|POLANCO 1|20|100|200|500|722|550|529|1110|510000
0083|D370|GUTENBERG|METRO NORTE|POLANCO 1|20|100|200|500|720|879|1161|1074|510000
0088|B031|D.F. CONDESA|METRO SUR|CONDESA 1|100|200|200|500|687|803|400|5|450000
0088|B032|D.F. CONDESA|METRO SUR|CONDESA 1|100|200|200|500|613|791|400|304|450000
0088|B033|D.F. CONDESA|METRO SUR|CONDESA 1|100|200|200|500|519|740|500|190|450000
0088|4181|D.F. CONDESA|METRO SUR|CONDESA 1|100|200|500|500|1052|1030|1327|800|585000
0088|5924|D.F. CONDESA|METRO SUR|CONDESA 1|20|100|200|500|698|779|808|1038|510000
0088|D404|D.F. CONDESA|METRO SUR|CONDESA 1|20|100|200|500|582|641|687|858|510000
0088|E218|D.F. CONDESA|METRO SUR|CONDESA 1|20|100|200|500|725|717|758|1021|510000
0088|E219|D.F. CONDESA|METRO SUR|CONDESA 1|20|100|200|500|855|609|616|743|510000
0093|9251|MARIANO ESCOBEDO|METRO NORTE|POLANCO 1|100|200|200|500|853|1187|564|207|513000
0093|5820|MARIANO ESCOBEDO|METRO NORTE|POLANCO 1|20|100|200|500|646|1531|1275|1666|513000
0093|9326|MARIANO ESCOBEDO|METRO NORTE|POLANCO 1|20|100|200|500|921|1635|1641|1663|513000
0093|9531|MARIANO ESCOBEDO|METRO NORTE|POLANCO 1|20|100|200|500|991|601|805|502|513000
0100|3786|PUENTE DE VIGAS|METRO NORTE|AZCAPOTZALCO 2|200|200|500|500|1147|1189|830|840|630000
0100|3787|PUENTE DE VIGAS|METRO NORTE|AZCAPOTZALCO 2|200|200|500|500|1433|1294|1319|840|707000
0100|3941|PUENTE DE VIGAS|METRO NORTE|AZCAPOTZALCO 2|20|100|200|500|544|1186|1201|1129|369000
0100|3942|PUENTE DE VIGAS|METRO NORTE|AZCAPOTZALCO 2|20|100|200|500|399|677|592|445|513000
0100|8433|PUENTE DE VIGAS|METRO NORTE|AZCAPOTZALCO 2|20|100|200|500|491|708|830|211|371000
0103|0113|SOR JUANA|METRO NORTE|SATELITE 2|100|200|200|500|1030|1151|500|630|450000
0103|0564|SOR JUANA|METRO NORTE|SATELITE 2|100|200|500|500|403|510|249|223|624000
0103|0656|SOR JUANA|METRO NORTE|SATELITE 2|100|200|500|500|1324|1341|1568|1300|585000
0103|2825|SOR JUANA|METRO NORTE|SATELITE 2|100|200|200|500|287|236|200|345|450000
0103|7639|SOR JUANA|METRO NORTE|SATELITE 2|100|200|200|500|755|850|200|1528|491000
0103|2826|SOR JUANA|METRO NORTE|SATELITE 2|20|100|200|500|796|500|502|709|510000
0103|2855|SOR JUANA|METRO NORTE|SATELITE 2|20|100|200|500|717|374|379|582|510000
0103|B787|SOR JUANA|METRO NORTE|SATELITE 2|20|100|200|500|805|502|558|1196|510000
0105|B035|16 DE SEPTIEMBRE|METRO NORTE|INTERLOMAS 3|100|200|200|500|2066|1329|200|1267|522000
0105|B036|16 DE SEPTIEMBRE|METRO NORTE|INTERLOMAS 3|100|200|200|500|1569|1375|400|1235|513000
0105|B037|16 DE SEPTIEMBRE|METRO NORTE|INTERLOMAS 3|100|200|200|500|906|307|200|317|450000
0105|B038|16 DE SEPTIEMBRE|METRO NORTE|INTERLOMAS 3|100|200|200|500|266|0|144|4|450000
0105|3019|16 DE SEPTIEMBRE|METRO NORTE|INTERLOMAS 3|20|100|200|500|370|477|405|540|510000
0105|E220|16 DE SEPTIEMBRE|METRO NORTE|INTERLOMAS 3|20|100|200|500|851|630|716|834|510000
0105|E221|16 DE SEPTIEMBRE|METRO NORTE|INTERLOMAS 3|20|100|200|500|618|458|506|792|510000
0106|4197|TACUBAYA|METRO SUR|LOMAS 2|100|200|500|500|1196|1238|1314|804|585000
0106|4199|TACUBAYA|METRO SUR|LOMAS 2|100|200|500|500|1273|1320|1173|1176|585000
0106|4202|TACUBAYA|METRO SUR|LOMAS 2|100|200|500|500|1039|1052|889|903|585000
0106|2575|TACUBAYA|METRO SUR|LOMAS 2|20|100|200|500|1642|1204|1204|1043|515000
0106|2627|TACUBAYA|METRO SUR|LOMAS 2|20|100|200|500|1616|972|1120|106|513000
0106|2686|TACUBAYA|METRO SUR|LOMAS 2|20|100|200|500|1695|1271|1376|659|512000
0106|5036|TACUBAYA|METRO SUR|LOMAS 2|20|100|200|500|1655|1048|1141|376|515000
0106|5925|TACUBAYA|METRO SUR|LOMAS 2|20|100|200|500|1721|1162|1179|459|512000
0111|0334|D.F. SAN ANGEL|METRO SUR|SAN ANGEL 3|100|200|500|500|1112|557|737|100|585000
0111|9880|D.F. SAN ANGEL|METRO SUR|SAN ANGEL 3|100|200|500|500|1161|905|1631|1100|585000
0111|2966|D.F. SAN ANGEL|METRO SUR|SAN ANGEL 3|20|100|200|500|1056|787|742|1583|510000
0111|2967|D.F. SAN ANGEL|METRO SUR|SAN ANGEL 3|20|100|200|500|419|443|750|414|510000
0111|D168|D.F. SAN ANGEL|METRO SUR|SAN ANGEL 3|20|100|200|500|882|468|612|745|510000
0111|E986|D.F. SAN ANGEL|METRO SUR|SAN ANGEL 3|20|100|200|500|1061|730|664|1349|510000
0112|C114|TOLUCA TOLLOCAN|METRO NORTE|TOLUCA CENTRO 2|100|200|500|500|1119|1328|1244|899|585000
0112|C115|TOLUCA TOLLOCAN|METRO NORTE|TOLUCA CENTRO 2|100|200|500|500|871|991|538|1449|585000
0112|C116|TOLUCA TOLLOCAN|METRO NORTE|TOLUCA CENTRO 2|100|200|500|500|1358|1384|1062|1497|756000
0112|4234|TOLUCA TOLLOCAN|METRO NORTE|TOLUCA CENTRO 2|20|100|200|500|1686|1283|1436|856|516000
0112|D967|TOLUCA TOLLOCAN|METRO NORTE|TOLUCA CENTRO 2|20|100|200|500|1498|1171|1236|671|512000
0112|D968|TOLUCA TOLLOCAN|METRO NORTE|TOLUCA CENTRO 2|20|100|200|500|1509|1316|1424|1004|518000
0113|0464|D.F. SANTA FE|METRO SUR|SANTA FE 1|50|200|200|500|342|525|1377|164|513000
0113|3083|D.F. SANTA FE|METRO SUR|SANTA FE 1|100|200|200|500|760|20|268|4|450000
0113|3084|D.F. SANTA FE|METRO SUR|SANTA FE 1|50|100|200|500|70|1378|529|221|510000
0113|3965|D.F. SANTA FE|METRO SUR|SANTA FE 1|20|100|200|500|325|356|541|730|510000
0113|3966|D.F. SANTA FE|METRO SUR|SANTA FE 1|20|100|200|500|665|306|664|918|510000
0115|C535|SAN BARTOLO|METRO NORTE|TOREO 1|100|200|500|500|811|1081|1505|214|585000
0115|A995|SAN BARTOLO|METRO NORTE|TOREO 1|20|100|200|500|511|831|908|836|510000
0115|D780|SAN BARTOLO|METRO NORTE|TOREO 1|20|100|200|500|781|586|1135|1127|510000
0116|3056|PLAZA OBSERVATORIO|METRO SUR|LOMAS 2|100|200|500|500|861|1242|31|1546|585000
0116|3057|PLAZA OBSERVATORIO|METRO SUR|LOMAS 2|100|200|500|500|1538|1196|1207|1284|585000
0116|3967|PLAZA OBSERVATORIO|METRO SUR|LOMAS 2|20|100|200|500|500|745|1087|852|369000
0116|3968|PLAZA OBSERVATORIO|METRO SUR|LOMAS 2|20|100|200|500|633|493|777|922|516000
0116|5884|PLAZA OBSERVATORIO|METRO SUR|LOMAS 2|20|100|200|500|356|914|552|656|515000
0116|5927|PLAZA OBSERVATORIO|METRO SUR|LOMAS 2|20|100|200|500|651|1096|448|1051|512000
0116|8507|PLAZA OBSERVATORIO|METRO SUR|LOMAS 2|20|100|200|500|338|625|1104|468|512000
0117|7936|D.F. BAJA CALIFORNIA|METRO SUR|VIADUCTO 1|100|200|200|500|769|916|500|133|450000
0117|7937|D.F. BAJA CALIFORNIA|METRO SUR|VIADUCTO 1|100|200|200|500|493|1052|500|215|450000
0117|3788|D.F. BAJA CALIFORNIA|METRO SUR|VIADUCTO 1|20|100|200|500|766|389|515|253|510000
0117|5779|D.F. BAJA CALIFORNIA|METRO SUR|VIADUCTO 1|20|100|200|500|501|479|444|654|510000
0117|5817|D.F. BAJA CALIFORNIA|METRO SUR|VIADUCTO 1|20|100|200|500|641|582|869|450|510000
0118|1073|MORELOS|METRO NORTE|REFORMA 2|100|200|500|500|671|1226|375|1585|585000
0118|4224|MORELOS|METRO NORTE|REFORMA 2|100|200|500|500|841|972|3|447|585000
0118|4225|MORELOS|METRO NORTE|REFORMA 2|100|200|500|500|583|705|472|569|585000
0118|6017|MORELOS|METRO NORTE|REFORMA 2|100|200|500|500|806|475|210|483|585000
0118|2481|MORELOS|METRO NORTE|REFORMA 2|20|100|200|500|563|618|595|444|510000
0118|6083|MORELOS|METRO NORTE|REFORMA 2|20|100|200|500|829|431|615|878|510000
0118|6084|MORELOS|METRO NORTE|REFORMA 2|20|100|200|500|991|716|710|580|510000
0118|7008|MORELOS|METRO NORTE|REFORMA 2|20|100|200|500|837|767|940|700|510000
0119|3911|PLAZA COACALCO|METRO NORTE|TULTITLAN 1|100|200|500|500|939|974|953|200|585000
0119|3912|PLAZA COACALCO|METRO NORTE|TULTITLAN 1|100|200|500|500|1378|1398|1520|800|585000
0119|3915|PLAZA COACALCO|METRO NORTE|TULTITLAN 1|100|200|500|500|1355|1373|1416|800|585000
0119|3916|PLAZA COACALCO|METRO NORTE|TULTITLAN 1|100|200|500|500|425|318|477|200|585000
0119|3917|PLAZA COACALCO|METRO NORTE|TULTITLAN 1|100|200|500|500|1345|1370|1798|700|585000
0119|7562|PLAZA COACALCO|METRO NORTE|TULTITLAN 1|20|100|200|500|257|753|981|386|510000
0119|7626|PLAZA COACALCO|METRO NORTE|TULTITLAN 1|20|100|200|500|962|554|612|502|516000
0119|7627|PLAZA COACALCO|METRO NORTE|TULTITLAN 1|20|100|200|500|727|693|624|800|510000
0119|7628|PLAZA COACALCO|METRO NORTE|TULTITLAN 1|20|100|200|500|544|411|458|517|510000
0120|0186|TEXCOCO EMILIANO ZAPATA|METRO SUR|NEZA 3|200|200|500|500|646|557|527|2058|809000
0120|1609|TEXCOCO EMILIANO ZAPATA|METRO SUR|NEZA 3|200|200|500|500|639|502|409|1265|794000
0120|7842|TEXCOCO EMILIANO ZAPATA|METRO SUR|NEZA 3|200|200|500|500|789|598|1170|2247|630000
0120|2406|TEXCOCO EMILIANO ZAPATA|METRO SUR|NEZA 3|20|100|200|500|457|902|927|402|513000
0120|7187|TEXCOCO EMILIANO ZAPATA|METRO SUR|NEZA 3|20|100|200|500|334|978|1144|510|369000
0120|7847|TEXCOCO EMILIANO ZAPATA|METRO SUR|NEZA 3|20|100|200|500|564|1054|1289|1706|369000
0121|1389|PERICENTRO|METRO NORTE|INTERLOMAS 2|50|100|200|500|177|197|150|92|510000
0121|1433|PERICENTRO|METRO NORTE|INTERLOMAS 2|100|200|200|500|229|265|306|236|510000
0121|1781|PERICENTRO|METRO NORTE|INTERLOMAS 2|100|200|200|500|800|903|800|540|519000
0121|5872|PERICENTRO|METRO NORTE|INTERLOMAS 2|20|100|200|500|1490|1379|1597|1615|510000
0121|D174|PERICENTRO|METRO NORTE|INTERLOMAS 2|20|100|200|500|1386|578|633|137|510000
0121|D175|PERICENTRO|METRO NORTE|INTERLOMAS 2|20|100|200|500|1798|1453|1851|1467|510000
0121|E842|PERICENTRO|METRO NORTE|INTERLOMAS 2|20|100|200|500|1366|1113|1087|825|510000
0122|5702|D.F. JAMAICA|METRO SUR|VIADUCTO 1|100|200|200|500|444|850|233|1145|450000
0122|7346|D.F. JAMAICA|METRO SUR|VIADUCTO 1|100|200|200|500|1061|1033|1237|1232|495000
0122|7347|D.F. JAMAICA|METRO SUR|VIADUCTO 1|100|200|200|500|532|780|989|1202|450000
0122|5709|D.F. JAMAICA|METRO SUR|VIADUCTO 1|20|100|200|500|694|454|1203|1329|386000
0122|5744|D.F. JAMAICA|METRO SUR|VIADUCTO 1|20|100|200|500|947|704|1222|591|510000
0122|5944|D.F. JAMAICA|METRO SUR|VIADUCTO 1|20|100|200|500|675|595|1004|875|510000
0122|E311|D.F. JAMAICA|METRO SUR|VIADUCTO 1|20|100|200|500|808|734|1378|1614|510000
0123|2407|CHALCO|METRO SUR|ORIENTE 1|200|200|500|500|1278|1293|800|1845|657000
0123|7387|CHALCO|METRO SUR|ORIENTE 1|200|200|500|500|1252|1391|628|1768|660000
0123|8368|CHALCO|METRO SUR|ORIENTE 1|100|200|500|500|722|680|631|1441|666000
0123|8369|CHALCO|METRO SUR|ORIENTE 1|100|200|500|500|535|763|289|1589|1064000
0123|8370|CHALCO|METRO SUR|ORIENTE 1|100|200|500|500|808|767|345|1529|698000
0123|5552|CHALCO|METRO SUR|ORIENTE 1|20|100|200|500|1367|1224|1436|712|512000
0123|5923|CHALCO|METRO SUR|ORIENTE 1|20|100|200|500|1400|1045|1039|204|369000
0123|7390|CHALCO|METRO SUR|ORIENTE 1|20|100|200|500|1568|1591|1258|873|515000
0123|7395|CHALCO|METRO SUR|ORIENTE 1|20|100|200|500|1430|1380|1420|987|515000
0123|8526|CHALCO|METRO SUR|ORIENTE 1|20|100|200|500|1653|1448|1530|1031|513000
0123|A622|CHALCO|METRO SUR|ORIENTE 1|20|100|200|500|1769|1473|1471|837|380000
0124|0814|JIUTEPEC CIVAC|SUR|MORELOS SUR 1|200|200|500|500|1050|1304|1193|587|630000
0124|0824|JIUTEPEC CIVAC|SUR|MORELOS SUR 1|100|200|500|500|1846|1343|1419|1152|585000
0124|0832|JIUTEPEC CIVAC|SUR|MORELOS SUR 1|100|200|500|500|1242|985|617|1595|585000
0124|4586|JIUTEPEC CIVAC|SUR|MORELOS SUR 1|20|100|200|500|669|263|675|312|372000
0124|4587|JIUTEPEC CIVAC|SUR|MORELOS SUR 1|20|100|200|500|523|445|566|804|369000
0124|4588|JIUTEPEC CIVAC|SUR|MORELOS SUR 1|20|100|200|500|704|656|853|586|369000
0124|9925|JIUTEPEC CIVAC|SUR|MORELOS SUR 1|20|100|200|500|857|350|398|305|369000
0125|2871|IGUALA CENTRO|SUR|CHILPANCINGO 4|100|200|500|500|956|945|8|1295|585000
0125|2873|IGUALA CENTRO|SUR|CHILPANCINGO 4|100|200|500|500|425|381|673|117|659000
0125|2885|IGUALA CENTRO|SUR|CHILPANCINGO 4|100|200|500|500|482|497|608|165|659000
0125|2923|IGUALA CENTRO|SUR|CHILPANCINGO 4|100|200|500|500|931|969|222|376|659000
0125|7900|IGUALA CENTRO|SUR|CHILPANCINGO 4|100|200|500|500|1464|971|1241|120|585000
0125|7906|IGUALA CENTRO|SUR|CHILPANCINGO 4|100|200|500|500|1412|1323|382|1100|585000
0125|7907|IGUALA CENTRO|SUR|CHILPANCINGO 4|100|200|500|500|1779|1658|2055|1178|701000
0125|7908|IGUALA CENTRO|SUR|CHILPANCINGO 4|100|200|500|500|678|563|895|276|623000
0125|7909|IGUALA CENTRO|SUR|CHILPANCINGO 4|100|200|500|500|951|1035|1438|112|585000
0125|3464|IGUALA CENTRO|SUR|CHILPANCINGO 4|20|100|200|500|488|636|499|263|434000
0125|3500|IGUALA CENTRO|SUR|CHILPANCINGO 4|20|100|200|500|609|716|583|625|434000
0125|3502|IGUALA CENTRO|SUR|CHILPANCINGO 4|20|100|200|500|841|423|619|368|434000
0125|3503|IGUALA CENTRO|SUR|CHILPANCINGO 4|20|100|200|500|792|549|652|395|434000
0125|4162|IGUALA CENTRO|SUR|CHILPANCINGO 4|20|100|200|500|568|636|653|1046|398000
0125|6000|IGUALA CENTRO|SUR|CHILPANCINGO 4|20|100|200|500|723|417|309|362|369000
0125|6001|IGUALA CENTRO|SUR|CHILPANCINGO 4|20|100|200|500|468|1119|847|1342|434000
0125|6002|IGUALA CENTRO|SUR|CHILPANCINGO 4|20|100|200|500|667|1063|789|1750|434000
0125|6003|IGUALA CENTRO|SUR|CHILPANCINGO 4|20|100|200|500|484|1146|1041|1735|434000
0128|3217|PLAZA CRISTAL|METRO NORTE|TLALNEPANTLA 3|50|200|200|500|765|395|200|513|428000
0128|3218|PLAZA CRISTAL|METRO NORTE|TLALNEPANTLA 3|100|200|200|500|578|665|500|1172|714000
0128|0071|PLAZA CRISTAL|METRO NORTE|TLALNEPANTLA 3|20|100|200|500|794|776|864|1406|512000
0128|0119|PLAZA CRISTAL|METRO NORTE|TLALNEPANTLA 3|20|100|200|500|790|575|460|881|381000
0128|4112|PLAZA CRISTAL|METRO NORTE|TLALNEPANTLA 3|20|100|200|500|626|397|478|651|369000
0129|3712|LOMAS DE SAN MATEO|METRO NORTE|TOREO 3|100|200|500|500|192|387|842|1197|585000
0129|3940|LOMAS DE SAN MATEO|METRO NORTE|TOREO 3|20|100|200|500|474|1416|1386|682|369000
0129|3957|LOMAS DE SAN MATEO|METRO NORTE|TOREO 3|20|100|200|500|653|659|653|1265|384000
0129|5871|LOMAS DE SAN MATEO|METRO NORTE|TOREO 3|20|100|200|500|856|855|462|138|369000
0130|1889|D.F. TLAHUAC GRANJAS ESTRELLA|METRO SUR|IZTAPALAPA 2|200|200|500|500|979|1039|564|1423|630000
0130|2215|D.F. TLAHUAC GRANJAS ESTRELLA|METRO SUR|IZTAPALAPA 2|50|200|500|500|1319|1175|1128|1493|563000
0130|2402|D.F. TLAHUAC GRANJAS ESTRELLA|METRO SUR|IZTAPALAPA 2|200|200|500|500|746|915|1229|1124|630000
0130|2408|D.F. TLAHUAC GRANJAS ESTRELLA|METRO SUR|IZTAPALAPA 2|200|200|500|500|1004|1184|1314|1060|630000
0130|3054|D.F. TLAHUAC GRANJAS ESTRELLA|METRO SUR|IZTAPALAPA 2|20|100|200|500|1022|726|1066|506|512000
0130|B040|D.F. TLAHUAC GRANJAS ESTRELLA|METRO SUR|IZTAPALAPA 2|20|100|200|500|1031|635|1065|570|515000
0130|D176|D.F. TLAHUAC GRANJAS ESTRELLA|METRO SUR|IZTAPALAPA 2|20|100|200|500|640|524|1213|1486|510000
0130|D177|D.F. TLAHUAC GRANJAS ESTRELLA|METRO SUR|IZTAPALAPA 2|20|100|200|500|678|671|1207|1438|510000
0130|D178|D.F. TLAHUAC GRANJAS ESTRELLA|METRO SUR|IZTAPALAPA 2|20|100|200|500|760|621|1193|1141|519000
0133|6576|D.F. TLAHUAC BARRIO|METRO SUR|ORIENTE 1|200|200|500|500|2199|2118|1087|1183|630000
0133|6588|D.F. TLAHUAC BARRIO|METRO SUR|ORIENTE 1|20|100|200|500|878|1081|1471|1517|369000
0133|6589|D.F. TLAHUAC BARRIO|METRO SUR|ORIENTE 1|50|100|200|500|1702|1465|1216|1427|480000
0133|6590|D.F. TLAHUAC BARRIO|METRO SUR|ORIENTE 1|20|100|200|500|1277|1052|1387|1312|369000
0133|C769|D.F. TLAHUAC BARRIO|METRO SUR|ORIENTE 1|20|100|200|500|334|1005|1342|1678|425000
0133|D011|D.F. TLAHUAC BARRIO|METRO SUR|ORIENTE 1|20|100|200|500|754|972|1506|1687|372000
0134|3739|LAS ARMAS|METRO NORTE|AZCAPOTZALCO 2|200|200|500|500|252|1239|250|204|630000
0134|3740|LAS ARMAS|METRO NORTE|AZCAPOTZALCO 2|200|200|500|500|1043|1122|923|600|630000
0134|3741|LAS ARMAS|METRO NORTE|AZCAPOTZALCO 2|200|200|500|500|1043|1146|1127|600|630000
0134|3971|LAS ARMAS|METRO NORTE|AZCAPOTZALCO 2|20|100|200|500|1612|1151|1288|335|519000
0134|4810|LAS ARMAS|METRO NORTE|AZCAPOTZALCO 2|20|100|200|500|1595|1250|1368|604|519000
0134|C823|LAS ARMAS|METRO NORTE|AZCAPOTZALCO 2|20|100|200|500|1683|768|702|76|369000
0135|0311|ATIZAPAN PLAZA LA HACIENDA|METRO NORTE|CUAUTITLAN 2|100|200|500|500|1782|1768|1095|520|731000
0135|0320|ATIZAPAN PLAZA LA HACIENDA|METRO NORTE|CUAUTITLAN 2|100|200|500|500|1082|1133|669|1422|729000
0135|0373|ATIZAPAN PLAZA LA HACIENDA|METRO NORTE|CUAUTITLAN 2|100|200|500|500|1109|1122|921|678|716000
0135|0409|ATIZAPAN PLAZA LA HACIENDA|METRO NORTE|CUAUTITLAN 2|100|200|500|500|1109|1165|1174|1566|585000
0135|0412|ATIZAPAN PLAZA LA HACIENDA|METRO NORTE|CUAUTITLAN 2|20|100|200|500|680|932|1137|541|510000
0135|0428|ATIZAPAN PLAZA LA HACIENDA|METRO NORTE|CUAUTITLAN 2|20|100|200|500|698|854|1073|411|519000
0135|0430|ATIZAPAN PLAZA LA HACIENDA|METRO NORTE|CUAUTITLAN 2|20|100|200|500|779|768|853|659|515000
0135|9921|ATIZAPAN PLAZA LA HACIENDA|METRO NORTE|CUAUTITLAN 2|20|100|200|500|552|786|192|608|516000
0136|3008|PLAZA ALAMEDAS|METRO NORTE|TLALNEPANTLA 2|100|200|200|500|693|678|1300|877|536000
0136|3010|PLAZA ALAMEDAS|METRO NORTE|TLALNEPANTLA 2|100|200|200|500|1281|1092|1300|763|941000
0136|6373|PLAZA ALAMEDAS|METRO NORTE|TLALNEPANTLA 2|100|200|200|500|650|488|1300|536|635000
0136|4109|PLAZA ALAMEDAS|METRO NORTE|TLALNEPANTLA 2|20|100|200|500|1429|1230|1232|584|512000
0136|D179|PLAZA ALAMEDAS|METRO NORTE|TLALNEPANTLA 2|20|100|200|500|1050|1167|1162|1443|510000
0136|D180|PLAZA ALAMEDAS|METRO NORTE|TLALNEPANTLA 2|20|100|200|500|759|730|621|1058|510000
0136|E811|PLAZA ALAMEDAS|METRO NORTE|TLALNEPANTLA 2|20|100|200|500|1589|1512|1525|1123|510000
0137|B043|ECATEPEC CENTRO|METRO NORTE|ECATEPEC 2|200|200|500|500|907|747|792|1605|660000
0137|B044|ECATEPEC CENTRO|METRO NORTE|ECATEPEC 2|200|200|500|500|1066|964|368|1782|671000
0137|E686|ECATEPEC CENTRO|METRO NORTE|ECATEPEC 2|20|100|200|500|1582|1028|964|866|369000
0137|E687|ECATEPEC CENTRO|METRO NORTE|ECATEPEC 2|20|100|200|500|952|1045|1036|567|516000
0137|E688|ECATEPEC CENTRO|METRO NORTE|ECATEPEC 2|20|100|200|500|1740|400|449|257|369000
0138|0240|D.F. COPILCO OXTOPULCO|METRO SUR|INSURGENTES 2|50|100|200|500|1630|1507|853|870|423000
0138|0245|D.F. COPILCO OXTOPULCO|METRO SUR|INSURGENTES 2|100|200|500|500|966|1168|1346|700|585000
0138|7100|D.F. COPILCO OXTOPULCO|METRO SUR|INSURGENTES 2|100|200|500|500|137|758|37|1369|585000
0138|2961|D.F. COPILCO OXTOPULCO|METRO SUR|INSURGENTES 2|20|100|200|500|1646|501|700|1609|510000
0138|2962|D.F. COPILCO OXTOPULCO|METRO SUR|INSURGENTES 2|20|100|200|500|1298|293|409|641|510000
0138|3031|D.F. COPILCO OXTOPULCO|METRO SUR|INSURGENTES 2|20|100|200|500|448|322|388|763|510000
0138|7204|D.F. COPILCO OXTOPULCO|METRO SUR|INSURGENTES 2|20|100|200|500|1258|151|358|443|510000
0141|6864|D.F. INSURGENTES XITLA|METRO SUR|COAPA 2|50|100|200|500|775|798|596|281|383000
0141|6865|D.F. INSURGENTES XITLA|METRO SUR|COAPA 2|100|200|200|500|992|387|1428|55|515000
0141|6870|D.F. INSURGENTES XITLA|METRO SUR|COAPA 2|100|200|200|500|1429|1419|900|203|450000
0141|5939|D.F. INSURGENTES XITLA|METRO SUR|COAPA 2|20|100|200|500|981|732|686|601|513000
0141|6877|D.F. INSURGENTES XITLA|METRO SUR|COAPA 2|20|100|200|500|1015|622|640|1085|519000
0141|6895|D.F. INSURGENTES XITLA|METRO SUR|COAPA 2|20|100|200|500|1054|1029|1235|905|513000
0141|B571|D.F. INSURGENTES XITLA|METRO SUR|COAPA 2|20|100|200|500|1029|912|943|954|510000
0142|1837|PLAZA ATIZAPAN|METRO NORTE|TLALNEPANTLA 2|100|200|200|500|1836|1830|1000|1106|450000
0142|1839|PLAZA ATIZAPAN|METRO NORTE|TLALNEPANTLA 2|100|200|200|500|1369|1381|1000|963|450000
0142|1883|PLAZA ATIZAPAN|METRO NORTE|TLALNEPANTLA 2|100|200|200|500|1634|1033|1000|727|528000
0142|1917|PLAZA ATIZAPAN|METRO NORTE|TLALNEPANTLA 2|100|200|200|500|1520|1752|1000|1645|477000
0142|1926|PLAZA ATIZAPAN|METRO NORTE|TLALNEPANTLA 2|100|200|200|500|1620|1545|1000|850|450000
0142|1928|PLAZA ATIZAPAN|METRO NORTE|TLALNEPANTLA 2|20|100|200|500|773|541|662|506|518000
0142|1977|PLAZA ATIZAPAN|METRO NORTE|TLALNEPANTLA 2|20|100|200|500|1054|972|1065|902|513000
0142|3892|PLAZA ATIZAPAN|METRO NORTE|TLALNEPANTLA 2|20|100|200|500|883|939|999|1049|516000
0143|7273|D.F. DIVISION DEL NORTE|METRO SUR|COYOACAN 1|100|200|200|500|368|1071|653|82|450000
0143|7276|D.F. DIVISION DEL NORTE|METRO SUR|COYOACAN 1|100|200|200|500|768|750|243|1606|450000
0143|7277|D.F. DIVISION DEL NORTE|METRO SUR|COYOACAN 1|100|200|200|500|669|831|189|1589|513000
0143|5890|D.F. DIVISION DEL NORTE|METRO SUR|COYOACAN 1|20|100|200|500|380|247|476|1418|516000
0143|5911|D.F. DIVISION DEL NORTE|METRO SUR|COYOACAN 1|20|100|200|500|494|115|724|824|510000
0143|7396|D.F. DIVISION DEL NORTE|METRO SUR|COYOACAN 1|20|100|200|500|588|736|700|2154|510000
0144|B006|D.F. INSURGENTES TLALPAN|METRO SUR|COAPA 2|200|200|500|500|790|380|655|941|795000
0144|B007|D.F. INSURGENTES TLALPAN|METRO SUR|COAPA 2|200|200|500|500|801|348|499|1059|773000
0144|3092|D.F. INSURGENTES TLALPAN|METRO SUR|COAPA 2|20|100|200|500|1323|322|320|285|513000
0144|E202|D.F. INSURGENTES TLALPAN|METRO SUR|COAPA 2|20|100|200|500|1014|230|253|482|519000
0144|E203|D.F. INSURGENTES TLALPAN|METRO SUR|COAPA 2|20|100|200|500|1462|446|447|307|515000
0145|0418|1?. DE MAYO|METRO NORTE|CUAUTITLAN 1|100|200|500|500|1448|1462|477|1800|636000
