SK|ATM|Marca|Modelo|Tipo_dispositivo|Tipo_monitor|Estatus_dispositivo|Sistema_Operativo|Denominacion_caseteros|Biometrico|Geolocaliza
99016062|9901|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 100 200 500|INSTALADO|31.870819  -116.610268
99023494|9902|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.473369  -99.146486
99030032|9903|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 200 500|NO INSTALADO|19.429339  -99.214362
99043617|9904|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.518751  -99.25178
99053547|9905|HARD|DESCENDIO32|ALLINONE|TACTIL|BAJA DEF|WINDOWS 10|20 100 200 500|NO INSTALADO|19.342482  -99.142049
99064182|9906|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|20.575109  -100.382609
99070346|9907|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.454038  -99.186964
99086062|9908|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.2781809  -103.7647668
99095075|9909|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.127225  -98.770145
99100346|9910|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.454038  -99.186964
99110392|9911|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|28.192111  -105.461615
99126062|9912|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|18.862096  -97.05504
99130032|9913|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 200 500|NO INSTALADO|19.429339  -99.214362
99146062|9914|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|18.01904  -92.912075
99150009|9915|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.503622  -99.156033
99164608|9916|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|25.704685  -100.161511
99176062|9917|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|19.4913  -99.1369
99186062|9918|DUTY|STUPIFY|EFECTIBANCO|VALIDANDO|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|32.541345  -116.997911
99190762|9919|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|22.266787  -97.790566
99200762|9920|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|22.266787  -97.790566
99210135|9921|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.605757  -99.228333
99220018|9922|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.426143  -99.16211
99236062|9923|STRONG|LEVIOSA 522|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|32.497025  -116.968911
99245196|9924|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.130984  -101.705371
99250124|9925|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|18.914936  -99.165433
99265244|9926|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.150137  -96.961555
99276062|9927|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|50 100 200 500|NO INSTALADO|22.889658  -109.903128
99284125|9928|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 200 500|NO INSTALADO|19.359113  -99.293415
99296062|9929|DUTY|FLABILIS|EFECTIBANCO||BAJA DEF|UNIX|||19.055891  -98.220853
99304789|9930|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|22.328199  -97.874157
99315216|9931|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|20.780201  -102.909806
99325223|9932|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.603695  -104.43689
99335615|9933|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.694742  -101.168257
99346062|9934|DUTY|NINFUS 1000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|50 100 200 500|NO INSTALADO|22.419011  -97.89094
99353454|9935|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.372814  -99.141076
99366062|9936|STRONG|LEVIOSA 522|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|25.567498  -100.925743
99376861|9937|BIG|NIMBUS 6000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|18.860543  -97.063137
99381514|9938|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.299864  -99.041961
99396062|9939|DUTY|STUPIFYN|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|29.013911  -110.916574
99401514|9940|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.299864  -99.041961
99413727|9941|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.443102  -99.214239
99421514|9942|BIG|NIMBUS 6000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.299864  -99.041961
99436062|9943|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|18.5208  -97.5047
99446827|9944|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.874007  -97.588605
99456062|9945|HARD|NOX|EFECTIBANCO||BAJA DEF|UNIX|||17.915084  -94.093502
99466062|9946|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.54504  -100.805817
99470007|9947|BIG|NIMBUS 6000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|50 100 500 0|INSTALADO|19.401799  -99.098528
9948NA|9948|||||BAJA DEF|UNIX|||NA  NA
99496062|9949|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.657879  -105.239585
99506718|9950|HARD|NOX|EFECTIBANCO||BAJA DEF|UNIX|||17.174661  -92.333956
99511476|9951|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|26.947734  -101.412768
99526062|9952|DUTY|STUPIFYN|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.848635  -90.496089
99531476|9953|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|26.947734  -101.412768
99541476|9954|BIG|NIMBUS 6000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|26.947734  -101.412768
99556062|9955|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|21.145596  -86.905402
99564716|9956|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|18.847249  -97.096986
99576062|9957|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|20.546838  -100.422625
99586062|9958|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|19.281523  -99.495536
99596062|9959|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.657879  -105.239585
99606062|9960|BIG|NIMBUS 6000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|20.657879  -105.239585
99616062|9961|DUTY|FLABILIS|EFECTIBANCO||BAJA DEF|UNIX|||32.456354  -116.88759
99626062|9962|DUTY|NINFUS 1000|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|50 100 200 500|NO INSTALADO|26.05015  -98.278798
99636062|9963|BIG|NIMBUS 6000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|20.657879  -105.239585
99646062|9964|DUTY|FLABILIS|EFECTIBANCO||BAJA DEF|UNIX|||20.603641  -100.418639
99656062|9965|HARD|DESCENDIO22|EFECTIBANCO||BAJA DEF|UNIX|||19.423112  -99.085273
99665665|9966|HARD|NOX|EFECTIBANCO||BAJA DEF|UNIX|||22.396579  -105.457592
99676062|9967|DUTY|NINFUS 2000|EFECTIBANCO|BOTONES|BAJA DEF|UNIX|||20.539739  -101.102006
99680253|9968|HARD|DESCENDIO22|EFECTIBANCO||BAJA DEF|UNIX|||25.558028  -103.466253
99696801|9969|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|29.187798  -108.141015
99705116|9970|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|25.454096  -108.07506
99716062|9971|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|32.602584  -115.431321
99724774|9972|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.41071  -99.175002
99736062|9973|DUTY|STUPIFYN|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|25.533483  -103.394564
99746062|9974|HARD|DESCENDIO23|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.356856  -99.277814
99753651|9975|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.470136  -99.131761
99766062|9976|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.507159  -99.13935
99773693|9977|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.52367  -99.147497
99786062|9978|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.430336  -99.117913
99795570|9979|HARD|DESCENDIO22|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|18.315119  -100.283789
99805563|9980|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|17.213139  -100.43339
99810024|9981|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.419612  -99.137983
99824685|9982|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.789054  -99.055027
99836062|9983|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.138316  -96.102754
99845112|9984|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.673763  -99.167671
99853664|9985|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.483977  -99.232501
99866062|9986|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 100 200 500|NO INSTALADO|19.474399  -99.224545
99876062|9987|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|50 100 200 200|INSTALADO|19.290864  -99.597468
99885635|9988|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.69043  -100.558415
99896062|9989|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 100 200 500|NO INSTALADO|21.83311  -102.281285
99906062|9990|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 100 200 500|INSTALADO|28.674801  -106.079877
99916062|9991|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.3519  -99.1864
99926062|9992|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|50 100 200 500|INSTALADO|32.633204  -115.44515
99935124|9993|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.513674  -99.266804
99943424|9994|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.434293  -99.142519
99950720|9995|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|20.569217  -100.273074
99964791|9996|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.628768  -99.293032
99974791|9997|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.628768  -99.293032
99980280|9998|DUTY|NINFUS 1000|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 200 500|NO INSTALADO|19.453293  -99.197588
